ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,LandSize,Age,Latitude,Longitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average,closest_primary_school,distance_to_closest_primary,primary_school_ranking,closest_secondary_school,distance_to_closestsecondary,secondary_school_ranking
ID857677663,33 Reserve Rd,BEAUMARIS,1660000.0,h,3/06/2017,6,3.0,4.0,730.0,59.0,-37.98825,145.03226999999995,19865.0,2972.4,44.79,False,59.0,124.0,5.333,Beaumaris Primary School,572.2,268,Beaumaris Secondary College,1108.3,not ranked
ID381351660,10/14 Cromwell Rd,SOUTH YARRA,499000.0,u,8/04/2017,2,1.0,1.0,0.0,49.0,-37.8452,145.0001,19947.0,191.9,16.5,False,1245.0,3886.0,447.667,Toorak Primary School,862.4000000000001,83,Melbourne High School,1022.4,2
ID213355120,22 Alfred St,SEDDON,1080000.0,h,18/03/2017,3,1.0,0.0,234.0,119.0,-37.8051,144.8858,20023.0,368.8,13.21,False,885.0,1901.0,227.667,Footscray Primary School,961.3000000000001,not ranked,Gilmore College For Girls,1041.7,387
ID376910198,17 Mudie Av,SUNBURY,512500.0,h,8/07/2017,4,2.0,2.0,581.0,59.0,-37.57355,144.70854,15351.0,1767.8,45.42,False,1479.333,4398.667,502.0,Sunbury West Primary School,410.8,not ranked,Sunbury Downs Secondary College,1217.8,not ranked
ID548791981,9 Elm St,SURREY HILLS,1930000.0,h,8/10/2016,4,2.0,2.0,867.0,69.0,-37.8346,145.1059,19895.0,1321.4,26.04,False,2403.667,5212.333,586.667,Our Lady of Perpetual Succour School,699.0,178,Kingswood College,1137.3,106
ID180950040,3 Diosma Ct,FRANKSTON SOUTH,1155000.0,h,26/08/2017,3,2.0,2.0,2405.0,39.0,-38.16457,145.12421,19855.0,2408.3,70.64,False,517.333,2973.0,288.667,Overport Primary School,514.7,not ranked,Frankston High School,623.6,87
ID297117511,10/3 Lytton St,CARLTON,500000.0,u,29/04/2017,2,1.0,1.0,4076.0,10.0,-37.7941,144.9678,19842.0,1821.6,4.54,False,101.333,253.667,33.0,Carlton Primary School,286.9,not ranked,University High School,1138.6000000000001,67
ID683764172,16 Greig St,ALBERT PARK,3560000.0,h,8/07/2017,4,1.0,1.0,327.0,19.0,-37.84118,144.95023,20043.0,2551.1,0.0,False,1214.667,5603.667,375.333,Albert Park Primary School,236.3,306,Albert Park College,474.5,131
ID560766994,13 Valencia St,ABERFELDIE,1650000.0,h,16/09/2017,4,2.0,1.0,484.0,69.0,-37.7609,144.89886,22253.0,1620.0,18.33,False,817.667,1779.667,181.0,Our Lady of the Nativity School,545.1,373,Ave Maria College,483.09999999999997,111
ID331128811,149 Augustine Tce,GLENROY,447500.0,h,15/10/2016,3,1.0,1.0,320.0,19.0,-37.6949,144.9122,20031.0,322.6,30.59,False,1683.667,8938.667,509.333,Glenroy West Primary School,1171.2,not ranked,Penola Catholic College,948.6999999999999,361
ID719151465,22 Evelyn St,CLAYTON,1361000.0,h,17/06/2017,6,3.0,4.0,726.0,39.0,-37.91945,145.1315,22249.0,1125.4,35.0,False,56.333,98.333,19.0,St Peter's School,941.0,345,John Monash Science School,632.4,59
ID535413988,9 Nicholson St,SOUTH YARRA,1405000.0,h,22/04/2017,2,1.0,0.0,219.0,139.0,-37.8424,144.9867,19959.0,662.9,13.09,False,1245.0,3886.0,447.667,South Yarra Primary School,150.4,44,Wesley College,820.2,98
ID374738851,2/77 Vernon St,SOUTH KINGSVILLE,392250.0,h,24/09/2016,2,1.0,2.0,462.0,49.0,-37.8331,144.8715,19995.0,1298.2,14.77,False,888.0,2196.0,181.333,St Margaret Mary's School,707.2,not ranked,Emmanuel College,2564.7000000000003,180
ID891525246,34 Johnstone St,MALVERN,3400000.0,h,18/06/2016,5,3.0,4.0,807.0,99.0,-37.8684,145.035,19944.0,555.5,21.21,False,610.0,1743.667,228.0,Malvern Primary School,467.5,122,Oakwood School,625.4,565
ID361939726,1/577 High Street Rd,MOUNT WAVERLEY,720000.0,u,3/06/2017,2,1.0,1.0,198.0,15.0,-37.87135,145.14334,19874.0,784.4,39.11,False,1471.0,7759.667,779.667,Mount Waverley North Primary School,410.1,152,Huntingtower School,862.6,3
ID899350025,11 Western Wy,MOOROOLBARK,760000.0,h,26/08/2017,3,1.0,2.0,864.0,49.0,-37.76983,145.31687,19877.0,1706.6,49.77,False,50.333,68.0,12.0,Bimbadeen Heights Primary School,577.3000000000001,not ranked,Mooroolbark College,629.1999999999999,379
ID374654559,2/45 Hoffmans Rd,ESSENDON WEST,970000.0,t,24/09/2016,3,2.0,2.0,356.0,8.0,-37.7493,144.8901,22253.0,2415.4,18.33,False,1144.333,6845.667,375.667,St John Bosco's School,635.1999999999999,not ranked,Rosehill Secondary College,451.7,239
ID653271524,63 Mason St,NEWPORT,805000.0,h,23/04/2016,3,1.0,2.0,322.0,89.0,-37.8422,144.8784,19994.0,460.7,16.41,False,71.0,261.0,20.0,Sacred Heart School,357.5,66,Bayside P-12 College,1826.4,243
ID717299892,217/71 Henry St,KENSINGTON,535000.0,u,8/04/2017,2,2.0,1.0,2592.0,7.0,-37.7961,144.9261,20026.0,385.9,6.31,False,288.0,712.0,75.667,Holy Rosary School,242.60000000000002,437,Kensington Community High School,913.0,not ranked
ID908688711,2/5 Loller St,BRIGHTON,1411000.0,t,12/11/2016,3,2.0,2.0,0.0,8.0,-37.9144,145.0004,19951.0,369.3,28.67,False,2744.333,10289.667,780.0,Brighton Primary School,250.8,342,Brighton Grammar School,706.4,46
ID152671064,5 Grieve St,BALWYN NORTH,2205000.0,h,19/11/2016,4,2.0,2.0,1010.0,69.0,-37.7982,145.0903,19896.0,2716.1,29.1,False,925.667,4701.333,308.667,Greythorn Primary School,614.1,93,Balwyn High School,1190.5,44
ID898658346,4/10 Ardoch St,ESSENDON,453000.0,u,19/11/2016,2,1.0,1.0,0.0,49.0,-37.7494,144.921,20036.0,243.9,19.76,False,334.667,1407.667,88.333,Essendon Primary School,411.3,133,St Columba's College,1050.3,85
ID911543878,199 Poath Rd,MURRUMBEENA,910500.0,h,15/10/2016,2,1.0,2.0,313.0,99.0,-37.898,145.0759,19918.0,379.1,27.27,False,268.333,736.0,128.333,Oakleigh Grammar,650.9000000000001,217,Oakleigh Grammar,650.9000000000001,270
ID263147720,3/298 Glenferrie Rd,MALVERN,927000.0,u,22/05/2016,3,1.0,1.0,0.0,129.0,-37.8549,145.0298,19945.0,936.7,19.52,False,610.0,1743.667,228.0,St Joseph's School,372.5,113,De La Salle College,373.40000000000003,115
ID528111867,18 Benson St,SURREY HILLS,2500000.0,h,6/08/2016,4,2.0,2.0,783.0,99.0,-37.8181,145.0913,19894.0,728.4,25.79,True,2403.667,5212.333,586.667,Chatham Primary School,57.0,310,Fintona Girls' School,1019.0999999999999,not ranked
ID359844215,7 Carpenter St,BRIGHTON,2375000.0,h,25/02/2017,3,2.0,2.0,470.0,109.0,-37.9152,144.993,19951.0,289.8,28.67,False,2897.333,11243.0,942.0,Brighton Grammar School,457.8,70,Brighton Grammar School,457.8,46
ID357986811,23 Morotai Pde,HEIDELBERG WEST,520000.0,h,22/05/2016,2,1.0,2.0,594.0,29.0,-37.7471,145.0427,19935.0,1933.5,30.94,False,1150.667,7827.0,922.333,St Pius X School,316.59999999999997,not ranked,East Preston Islamic College,1570.7,491
ID338662684,2/199 Barkly St,BRUNSWICK,528000.0,u,8/04/2017,1,1.0,1.0,0.0,9.0,-37.7767,144.9676,19969.0,804.5,15.08,False,941.333,5813.0,575.667,Princes Hill Primary School,414.2,not ranked,Princes Hill Secondary College,788.0,not ranked
ID373528110,28 Atkin St,MELTON,550000.0,h,8/07/2017,4,2.0,2.0,1241.0,49.0,-37.68686,144.58157,19980.0,1995.3,37.38,False,1508.333,6073.0,553.667,St Dominic's School,714.7,82,Melton Secondary College,1306.6,318
ID991107496,4/17 Hazel St,CAMBERWELL,805000.0,u,18/03/2017,2,2.0,2.0,188.0,59.0,-37.8442,145.0668,19850.0,770.4,27.0,False,3767.667,18925.0,2042.333,Camberwell South Primary School,552.8,327,Camberwell High School,1651.0,112
ID778481726,2115/18 Mt Alexander Rd,TRAVANCORE,341500.0,u,15/07/2017,2,1.0,1.0,16000.0,7.0,-37.78466,144.93829,19971.0,397.9,10.2,False,1021.667,5132.0,325.0,Debney Meadows Primary School,313.3,not ranked,Mount Alexander 7-12 College,525.0,not ranked
ID730128334,73 Mareeba Wy,CRAIGIEBURN,523000.0,h,19/08/2017,4,2.0,2.0,484.0,10.0,-37.58012,144.91998,40221.0,3173.6,42.61,False,1288.333,4242.333,480.0,Mount Ridley P-12 College,304.09999999999997,not ranked,Mount Ridley P-12 College,304.09999999999997,432
ID546291580,22 Watersedge Cl,KNOXFIELD,1040000.0,h,15/07/2017,4,2.0,2.0,633.0,44.0,-37.88214,145.25058,19869.0,3827.9,49.93,False,235.667,506.667,74.0,Knox Park Primary School,180.60000000000002,462,St Andrews Christian College,1058.8,135
ID477996604,14 Avoca St,HIGHETT,1155000.0,h,17/06/2017,3,2.0,1.0,650.0,69.0,-37.95378,145.03267,19872.0,1003.9,39.15,False,2837.0,9343.667,1212.667,St Agnes' School,858.6,not ranked,Sandringham College,906.4,304
ID293290949,1/58 Darebin St,HEIDELBERG,808000.0,t,22/05/2016,3,2.0,2.0,255.0,79.0,-37.7537,145.0637,19935.0,459.7,30.94,False,1144.333,6845.667,375.667,Heidelberg Primary School,377.7,109,Our Lady of Mercy College,582.0,90
ID670019495,1/12 Kokaribb Rd,CARNEGIE,656000.0,u,18/06/2016,2,1.0,1.0,103.0,49.0,-37.8873,145.0559,19920.0,262.9,23.04,True,3703.667,18944.0,2039.333,Carnegie Primary School,402.0,77,Glen Eira College,1582.1000000000001,215
ID480826917,4/13 Glen Valley Rd,FOREST HILL,360000.0,h,12/08/2017,1,1.0,1.0,76.0,49.0,-37.83221,145.17117,19899.0,1332.8,32.49,False,2006.667,7754.333,1051.333,Blackburn Lake Primary School,679.8,129,Nunawading Christian College-Secondary,1092.1000000000001,not ranked
ID332410833,3 Florence St,GLEN IRIS,2352500.0,h,19/11/2016,5,3.0,2.0,642.0,89.0,-37.859,145.0656,19835.0,649.1,24.0,False,1923.667,8979.333,620.333,Glen Iris Primary School,167.1,120,Korowa Anglican Girls' School,1001.5,13
ID538997299,5 Ireland St,SEAFORD,782500.0,h,17/06/2017,3,2.0,2.0,603.0,16.0,-38.09088,145.12933999999996,19857.0,1466.0,65.0,False,101.667,251.333,18.667,Seaford North Primary School,382.29999999999995,not ranked,Patterson River Secondary College,947.6999999999999,not ranked
ID500703618,7/20 Abbotsford St,ABBOTSFORD,441000.0,u,14/05/2016,1,1.0,1.0,0.0,10.0,-37.8016,144.9988,19975.0,469.3,14.35,False,1202.0,5034.333,333.0,Sophia Mundi Steiner School,610.0,not ranked,Sophia Mundi Steiner School,610.0,not ranked
ID478185397,100 Perry St,FAIRFIELD,1010000.0,h,22/08/2016,2,1.0,1.0,285.0,4.0,-37.774,145.0244,19931.0,776.5,24.93,False,334.667,1407.667,88.333,Fairfield Primary School,566.9,193,Alphington Grammar School,1259.1000000000001,86
ID990803581,1/8 Estella St,GLEN IRIS,1350000.0,t,16/07/2016,4,2.0,2.0,342.0,59.0,-37.8622,145.0634,19835.0,557.2,24.0,False,1923.667,8979.333,620.333,Glen Iris Primary School,290.8,120,Korowa Anglican Girls' School,774.5999999999999,13
ID265812453,3/1 Edinburgh St,HAMPTON,810000.0,u,15/10/2016,3,1.0,1.0,195.0,59.0,-37.9396,145.0156,19949.0,1253.5,33.67,False,1683.667,8938.667,509.333,Sandringham Primary School,1051.0,353,St Leonard's College,1410.7,43
ID713152706,33 McCracken St,KENSINGTON,1817000.0,h,29/04/2017,4,2.0,1.0,309.0,44.0,-37.791,144.928,20041.0,380.9,9.59,False,288.0,712.0,75.667,Kensington Primary School,189.0,116,Kensington Community High School,404.8,not ranked
ID549048776,3/2 Cawkwell St,MALVERN,1390000.0,t,14/05/2016,3,2.0,1.0,227.0,24.0,-37.8577,145.0406,19911.0,933.1,20.0,False,610.0,1743.667,228.0,Malvern Central School,576.4,68,De La Salle College,739.8000000000001,115
ID243540189,177 Barkly St,BRUNSWICK,1800000.0,h,15/10/2016,4,2.0,3.0,271.0,119.0,-37.7769,144.9691,19969.0,938.1,15.08,False,958.667,5673.0,628.0,Brunswick South Primary School,362.9,448,Princes Hill Secondary College,815.4,not ranked
ID816480629,16 Shoppers La,TAYLORS LAKES,427500.0,h,1/07/2017,3,2.0,2.0,189.0,17.0,-37.70308,144.79953999999995,22244.0,2244.1,30.33,False,502.667,1662.667,118.667,Taylors Lakes Primary School,890.9,not ranked,Catholic Regional College North Keilor,598.7,not ranked
ID379404972,73 The Avenue,SPOTSWOOD,1040000.0,h,3/09/2016,3,1.0,3.0,690.0,69.0,-37.8272,144.8789,19995.0,727.3,14.77,False,1100.667,3636.333,457.333,St Margaret Mary's School,233.5,not ranked,Emmanuel College,3247.7,180
ID305328142,30 Pinrush Rd,BROOKFIELD,456000.0,h,29/07/2017,4,2.0,2.0,576.0,9.0,-37.69104,144.54532,19980.0,2757.2,37.38,False,179.0,352.333,42.667,St Catherine of Siena School,1430.3999999999999,not ranked,Catholic Regional College,1599.6999999999998,236
ID487285983,3 Milton Wy,HURSTBRIDGE,600000.0,h,9/09/2017,3,2.0,2.0,785.0,44.0,-37.637,145.20166,19990.0,891.0,67.38,False,52.333,131.333,10.333,Hurstbridge Primary School,335.3,not ranked,Diamond Valley College,5002.1,358
ID421943154,19/36 Grange Rd,TOORAK,515501.0,u,12/11/2016,1,1.0,1.0,0.0,49.0,-37.8373,145.0116,19909.0,1013.3,16.09,False,584.333,2731.667,211.667,St Catherine's School,857.1999999999999,117,St Catherine's School,857.1999999999999,35
ID757855218,49 Warmington Rd,SUNSHINE WEST,451000.0,h,30/07/2016,3,1.0,6.0,655.0,41.0,-37.8022,144.8235,22241.0,1730.3,14.52,False,2403.667,5212.333,586.667,St Peter's School,402.6,345,Sunshine College,1408.1999999999998,233
ID558943121,2/1 Darook St,BLACKBURN SOUTH,725000.0,u,17/06/2017,2,2.0,2.0,311.0,59.0,-37.83459000000001,145.15721000000005,19898.0,1735.7,31.07,False,990.0,3070.0,411.0,St Luke the Evangelist School,928.9,254,Forest Hill College,1653.0,409
ID550927149,99 Fawkner St,ABERFELDIE,1325000.0,h,25/02/2017,4,2.0,2.0,674.0,23.0,-37.7617,144.8956,22253.0,1920.1,18.33,False,817.667,1779.667,181.0,Aberfeldie Primary School,584.7,227,Ave Maria College,602.8,111
ID154467855,10/4 Poets Gr,ELWOOD,350000.0,u,8/07/2017,1,1.0,0.0,0.0,59.0,-37.88111,144.99053999999995,19955.0,711.2,21.33,False,1666.0,9333.667,523.0,Elwood Primary School,196.20000000000002,309,Elwood College,487.9,175
ID570748631,20 Kent St,ASCOT VALE,920000.0,h,15/07/2017,2,2.0,0.0,234.0,109.0,-37.78052,144.93001999999996,20040.0,763.3,11.27,False,2494.667,11307.0,1410.0,Flemington Primary School,343.8,341,Mount Alexander 7-12 College,336.3,not ranked
ID884519360,36 Newman St,BRUNSWICK WEST,1100000.0,h,1/07/2017,3,1.0,1.0,322.0,20.0,-37.76073,144.94803000000005,19967.0,1115.1,18.08,False,941.333,5813.0,575.667,Brunswick North Primary School,233.4,not ranked,Brunswick Secondary College,1287.9,211
ID302865729,11 Hotham St,SEDDON,1395000.0,h,16/04/2016,3,1.0,2.0,467.0,73.0,-37.8093,144.8941,19997.0,142.1,10.8,False,824.667,1890.333,159.333,St Augustine's School,614.0,not ranked,Gilmore College For Girls,1137.8,387
ID564687185,13 Winbrook Ct,DONCASTER,1820000.0,h,3/09/2017,5,3.0,2.0,630.0,49.0,-37.78151,145.12515,20042.0,4210.7,26.6,False,1666.0,9333.667,523.0,St Gregory the Great School,272.0,174,Doncaster Secondary College,1185.5,225
ID615177746,6/23 Gourlay St,BALACLAVA,442000.0,u,17/09/2016,2,1.0,1.0,0.0,59.0,-37.8726,144.9962,19955.0,377.7,21.33,False,1654.0,9119.667,550.0,Beth Rivkah Ladies College,549.9000000000001,197,Beth Rivkah Ladies College,549.9000000000001,36
ID183064533,60 Muriel St,NIDDRIE,1215000.0,h,3/09/2017,5,2.0,2.0,647.0,3.0,-37.74269,144.88607,22253.0,3038.2,18.33,False,84.333,293.333,23.0,St John Bosco's School,281.8,not ranked,Rosehill Secondary College,444.2,239
ID999315863,9/99 Barton St,RESERVOIR,335000.0,u,22/08/2016,2,1.0,1.0,0.0,7.0,-37.7112,144.9989,20010.0,953.3,33.61,False,824.667,1890.333,159.333,Reservoir Primary School,693.5,not ranked,William Ruthven Secondary College,1653.5,not ranked
ID661674249,22 Roseland Cr,HOPPERS CROSSING,520000.0,h,19/08/2017,3,1.0,2.0,538.0,39.0,-37.88531,144.68431,19922.0,1479.8,31.95,True,512.0,1119.667,175.667,Heathdale Christian College,515.7,110,Heathdale Christian College,515.7,223
ID367842269,36 Emerald St,ESSENDON WEST,2200000.0,h,1/07/2017,5,3.0,2.0,607.0,3.0,-37.75148,144.88519,22253.0,2775.3,18.33,False,1253.667,7401.333,484.667,St John Bosco's School,934.1,not ranked,St Bernard's College,291.0,130
ID250624766,12 Wills St,BALWYN,2450000.0,h,28/05/2016,5,2.0,2.0,981.0,59.0,-37.8058,145.0627,19892.0,2288.3,21.84,False,925.667,4701.333,308.667,Deepdene Primary School,309.2,42,Genazzano FCJ College,703.4,not ranked
ID182595442,1/5 Park St,MOONEE PONDS,415000.0,u,24/09/2016,1,1.0,1.0,0.0,69.0,-37.7623,144.9211,20038.0,415.9,15.27,False,278.0,489.0,65.0,St Monica's Primary School,345.9,not ranked,Lowther Hall Anglican Grammar School,601.3,not ranked
ID958855370,6 Archibald St,BOX HILL,4000000.0,h,18/06/2016,3,1.0,2.0,763.0,74.0,-37.8166,145.1215,20042.0,291.9,26.6,False,2744.333,10289.667,780.0,St Francis Xavier's School,903.6999999999999,376,Our Lady of Sion College,765.4,69
ID494231127,3 Leyte Pde,HEIDELBERG WEST,880000.0,h,6/05/2017,3,1.0,2.0,689.0,4.0,-37.7382,145.0451,19936.0,1924.0,33.33,False,1173.667,8523.667,974.667,East Preston Islamic College,913.6,not ranked,East Preston Islamic College,913.6,491
ID857743885,8/289 Barkly St,ST KILDA,470000.0,u,15/07/2017,2,1.0,0.0,0.0,69.0,-37.87349,144.9798,19956.0,1284.6,19.33,False,1412.0,6364.0,699.333,Yesodei HaTorah College,325.6,277,Yesodei HaTorah College,325.6,38
ID712888324,4 The Parade,ASCOT VALE,950000.0,h,7/05/2016,2,1.0,1.0,173.0,119.0,-37.7731,144.9206,20039.0,268.0,13.27,False,2489.667,11817.333,1268.667,Ascot Vale Primary School,504.29999999999995,249,Mount Alexander 7-12 College,1500.5,not ranked
ID437805798,4 Gellion Pl,ROXBURGH PARK,621000.0,h,26/08/2017,4,2.0,2.0,574.0,22.0,-37.63499,144.93409,40220.0,378.9,38.47,False,394.333,1153.667,165.333,Roxburgh Park Primary School,251.4,not ranked,Roxburgh College,608.1,451
ID148851985,1/35 Holyrood St,HAMPTON,1660000.0,t,15/07/2017,3,2.0,2.0,478.0,49.0,-37.93297000000001,144.99771,19949.0,647.8,33.67,False,1841.667,9184.667,533.333,St Mary's School,280.1,159,St Leonard's College,990.1,43
ID242231909,52 Blanche St,ST KILDA,920000.0,h,15/10/2016,3,2.0,2.0,124.0,19.0,-37.8656,144.9851,19956.0,856.6,19.33,False,1363.667,6287.667,564.333,St Kilda Primary School,619.1999999999999,169,Cheder Levi Yitzchok Inc,819.8,not ranked
ID689835706,31 Raleigh St,WINDSOR,1350000.0,h,28/08/2016,2,1.0,1.0,157.0,119.0,-37.8522,144.986,19958.0,451.9,15.67,False,1002.667,4068.0,328.333,Wesley College,505.6,202,Prahran High School,447.6,not ranked
ID265613355,23 Campbell St,KEW,1875000.0,h,10/09/2016,3,2.0,2.0,426.0,19.0,-37.8012,145.0514,19903.0,2409.8,18.27,False,271.667,771.667,74.0,Kew East Primary School,562.2,127,Genazzano FCJ College,947.3000000000001,not ranked
ID142616718,2/641 Toorak Rd,TOORAK,682000.0,u,3/06/2017,2,1.0,1.0,713.0,44.0,-37.84301,145.02641,19910.0,715.4,18.09,False,647.0,2861.333,222.667,St Catherine's School,692.5,117,St Catherine's School,692.5,35
ID577584737,39 Crevelli St,RESERVOIR,612500.0,h,3/09/2017,3,1.0,1.0,170.0,69.0,-37.72924,145.02981,20011.0,2382.3,31.46,False,885.0,1901.0,227.667,Preston North East Primary School,425.5,not ranked,East Preston Islamic College,770.5,491
ID301939214,383 Burwood Hwy,BURWOOD,1750500.0,h,29/07/2017,3,1.0,2.0,719.0,79.0,-37.85156,145.13054,19875.0,2646.7,36.11,True,941.333,5813.0,575.667,St Scholastica's School,407.2,not ranked,Mount Scopus Memorial College,1221.9,10
ID380118144,1201/565 Flinders St,MELBOURNE,683000.0,u,22/04/2017,2,2.0,1.0,1136.0,10.0,-37.8211,144.9559,20043.0,427.6,0.0,False,313.333,545.333,65.667,South Melbourne Primary School,942.0,not ranked,Ozford College,923.4,530
ID381149652,4 Finn Ct,TEMPLESTOWE LOWER,1051000.0,h,10/12/2016,3,2.0,1.0,962.0,49.0,-37.7644,145.112,19935.0,4589.0,30.94,False,2403.667,5212.333,586.667,Templestowe Valley Primary School,480.7,313,Templestowe College,967.5,307
ID144088247,18 Collins St,KEW,1750000.0,h,27/11/2016,4,3.0,2.0,641.0,9.0,-37.7982,145.0281,19931.0,2222.2,24.93,False,271.667,771.667,74.0,Kew Primary School,763.4,356,Trinity Grammar School Kew,1486.3,not ranked
ID565519151,15 New St,BORONIA,770000.0,h,29/07/2017,4,2.0,2.0,723.0,49.0,-37.8476,145.29493,19869.0,1704.6,49.93,False,59.0,124.0,5.333,Boronia Heights Primary School,363.8,444,Boronia K-12 College,1200.0,473
ID366917786,7 Londrew Ct,TULLAMARINE,540000.0,h,26/08/2017,3,1.0,1.0,607.0,49.0,-37.69423,144.88002,20031.0,3157.7,30.59,False,256.0,511.333,54.667,School of the Good Shepherd,842.0,not ranked,Gladstone Park Secondary College,1010.1,not ranked
ID589241667,17 Orange Gr,BAYSWATER,700000.0,h,3/06/2017,3,2.0,1.0,509.0,39.0,-37.84823,145.26673,19870.0,734.0,46.75,False,97.667,233.333,26.333,Our Lady of Lourdes School,119.4,67,Bayswater Secondary College,1105.3999999999999,526
ID159875991,11 Beevers St,ALTONA NORTH,708000.0,h,15/10/2016,3,1.0,2.0,585.0,59.0,-37.8258,144.8523,19995.0,3005.8,14.77,False,2489.667,11817.333,1268.667,Annunciation School,657.6999999999999,not ranked,Emmanuel College,1086.1000000000001,180
ID315282702,2/10 Vincent St,BRIGHTON EAST,870000.0,t,6/08/2016,3,2.0,2.0,158.0,19.0,-37.9271,145.0281,19938.0,682.6,35.69,False,2744.333,10289.667,780.0,Bentleigh West Primary School,734.6,31,Our Lady of the Sacred Heart College,1051.0,not ranked
ID641759623,9a The Crossway,KEILOR EAST,650000.0,h,7/05/2016,3,2.0,2.0,3977.0,6.0,-37.747,144.8663,22253.0,4504.9,18.33,False,555.667,1129.0,160.667,St Peter's School,679.4,345,Essendon Keilor College,865.5,460
ID978957021,3/62 Darebin St,HEIDELBERG,738000.0,t,27/05/2017,2,1.0,2.0,154.0,34.0,-37.75343,145.06328,19935.0,465.4,30.94,False,1253.667,7401.333,484.667,Heidelberg Primary School,422.3,109,Our Lady of Mercy College,628.1,90
ID886903153,40 Wales St,THORNBURY,940000.0,h,7/05/2016,2,1.0,1.0,372.0,69.0,-37.7631,145.0091,20015.0,1065.7,24.22,False,2403.667,5212.333,586.667,Wales Street Primary School,178.5,175,Santa Maria College,995.9,137
ID378173744,17/46 Eucalyptus Dr,MAIDSTONE,352500.0,u,18/03/2017,2,1.0,1.0,15100.0,7.0,-37.7795,144.8729,20022.0,2366.6,15.95,False,717.333,1763.0,318.667,Footscray North Primary School,1300.5,235,Maribyrnong Secondary College,1349.5,not ranked
ID541946189,7 Gladstone St,COBURG,1250000.0,h,10/12/2016,4,1.0,2.0,613.0,59.0,-37.7433,144.9762,19965.0,1137.3,22.25,False,1071.333,5783.667,419.667,St Bernard's School,552.3000000000001,not ranked,Coburg High School,416.3,79
ID755690244,2/1 Clark St,RESERVOIR,395000.0,h,25/02/2017,1,1.0,1.0,94.0,5.0,-37.7186,145.011,20010.0,401.0,33.61,False,885.0,1901.0,227.667,St Gabriel's School,521.7,not ranked,Reservoir High School,1702.3999999999999,346
ID280239538,3 Narrak Rd,BALWYN,2180000.0,h,24/06/2017,5,3.0,2.0,646.0,15.0,-37.81369,145.09486,19896.0,1135.0,29.1,False,959.0,4476.667,324.0,Chatham Primary School,525.4,310,Fintona Girls' School,1288.5,not ranked
ID124269958,2/60 Darebin St,HEIDELBERG,915000.0,u,24/06/2017,4,2.0,2.0,419.0,109.0,-37.7537,145.06341,19935.0,445.5,30.94,False,1253.667,7401.333,484.667,Heidelberg Primary School,402.2,109,Our Lady of Mercy College,597.3000000000001,90
ID625053980,3 Charles St,HADFIELD,1102000.0,h,27/11/2016,3,1.0,2.0,1020.0,7.0,-37.709,144.9434,19962.0,1634.4,28.27,False,1683.667,8938.667,509.333,St Thomas More's School,233.6,not ranked,Pascoe Vale Girls Secondary College,1180.1999999999998,not ranked
ID159539236,58 Fenton St,ASCOT VALE,1340000.0,h,14/05/2016,4,2.0,2.0,683.0,41.0,-37.775,144.93200000000004,20039.0,896.3,13.27,False,2489.667,11817.333,1268.667,Ascot Vale Primary School,522.9,249,Mount Alexander 7-12 College,803.6999999999999,not ranked
ID510522092,6/8 Arthur St,ABERFELDIE,442000.0,u,7/05/2016,2,1.0,1.0,0.0,69.0,-37.7589,144.89700000000005,22253.0,1719.9,18.33,False,703.667,1502.0,135.667,Our Lady of the Nativity School,286.6,373,Ave Maria College,267.79999999999995,111
ID316601645,35 Panorama Dr,FOREST HILL,945000.0,h,15/07/2017,4,2.0,2.0,294.0,9.0,-37.85156,145.16923,19873.0,3173.9,42.11,False,2006.667,7754.333,1051.333,Burwood Heights Primary School,748.5,98,Forest Hill College,590.3000000000001,409
ID144285707,12 Patterson Av,BURWOOD,1702000.0,h,16/09/2017,4,1.0,1.0,762.0,59.0,-37.84162,145.10435,19895.0,2005.7,26.04,False,941.333,5813.0,575.667,Wattle Park Primary School,623.9,89,Presbyterian Ladies' College,806.8,6
ID979635718,56 Hall St,NEWPORT,890000.0,h,8/04/2017,2,1.0,0.0,165.0,79.0,-37.8415,144.884,19994.0,140.0,16.41,False,84.333,293.333,23.0,Sacred Heart School,281.5,66,Bayside P-12 College,1806.5,243
ID935772397,6/56 Red Bluff St,BLACK ROCK,879000.0,u,17/06/2017,2,1.0,1.0,0.0,49.0,-37.96341,145.01735,19948.0,1838.4,36.33,False,2524.333,12864.667,738.667,Black Rock Primary School,812.1,104,Sandringham College,897.4,304
ID486258431,5 Woodlands Av,KEW EAST,1325000.0,h,16/09/2017,2,1.0,2.0,422.0,79.0,-37.79938,145.05662,19903.0,2732.0,18.27,False,288.0,712.0,75.667,Kew East Primary School,732.3,127,Kew High School,730.4000000000001,124
ID540281720,39 Elizabeth St,BENTLEIGH EAST,1860000.0,h,13/05/2017,4,3.0,2.0,620.0,13.0,-37.9228,145.0555,19939.0,1731.7,33.83,False,959.0,4476.667,324.0,Valkstone Primary School,923.6,134,Bentleigh Secondary College,632.3,230
